complaint_id,complaint_text,language,category,location,priority,resolution_days,created_date,assigned_officer
COM_0148,"Il y a un nid-de-poule profond et dangereux au milieu de Park Street. Les voitures l'évitent, ce qui est risqué.",French,Traffic & Roads,East Zone,Medium,8,2026-02-26 01:39:47,OFF_032
COM_0149,有人在Linking Road路边倾倒电子电器和旧床垫。,Chinese,Environmental Protection,South Zone,Medium,12,2025-11-17 17:09:47,OFF_031
COM_0150,The balcony wall of the older building at SP Road has large cracks and looks ready to collapse onto the sidewalk.,English,Housing & Infrastructure,East Zone,High,3,2026-04-10 19:08:47,OFF_048
COM_0151,Outer Ring Road上夜间持续发生巨大的施工噪音。他们正在超出法定时间工作。,Chinese,Public Health,West Zone,Low,10,2025-12-22 08:36:47,OFF_017
COM_0152,The water pressure on Vittal Mallya Road has dropped to a trickle. It's difficult to wash dishes or shower.,English,Water Supply,West Zone,Low,10,2026-04-04 03:27:47,OFF_005
COM_0153,Les dalles de trottoir inégales à Chandni Chowk rendent l'accès impossible pour les fauteuils roulants.,French,Housing & Infrastructure,West Zone,Low,9,2026-03-12 02:27:47,OFF_021
COM_0154,"The main drainage manhole is overflowing at Vittal Mallya Road. Sewage water is bubbling up, creating a health hazard.",English,Sanitation,South Zone,High,1,2025-12-11 18:33:47,OFF_001
COM_0155,Dépôt illégal de sacs poubelles sur la rue Mall Road. Cela bloque le passage et crée des conditions insalubres.,French,Sanitation,South Zone,Medium,8,2026-01-23 15:03:47,OFF_016
COM_0156,The traffic lights at the intersection of Lal Bahadur Shastri Marg are completely dead. Traffic is in chaos and accidents are near.,English,Traffic & Roads,Central Zone,High,1,2026-03-23 10:10:47,OFF_018
COM_0157,Senapati Bapat Marg के कई निवासियों ने नल के पानी से बीमार होने की शिकायत की है। पानी का रंग पीला और मटमैला है।,Hindi,Water Supply,East Zone,High,1,2025-08-05 07:53:47,OFF_008
COM_0158,Les feux de signalisation à l'intersection de Lal Bahadur Shastri Marg sont en panne. C'est le chaos et les accidents sont proches.,French,Traffic & Roads,North Zone,High,1,2026-03-08 08:11:47,OFF_021
COM_0159,"Sardar Patel Marg का एक निवासी पूरे दिन शोर करने वाला जनरेटर चला रहा है, जिससे अत्यधिक शोर कंपन पैदा हो रहा है।",Hindi,Public Health,Central Zone,Low,5,2025-07-17 11:30:47,OFF_021
COM_0160,Linking Road的社区公园里杂草丛生，垃圾堆积。看起来破败不堪，无人打理。,Chinese,Housing & Infrastructure,South Zone,Low,15,2025-06-18 00:09:47,OFF_053
COM_0161,Nous avons besoin d'un balayage de rue sur Hazratganj. Les débris bloquent les gouttières.,French,Sanitation,West Zone,Low,9,2026-04-07 09:17:47,OFF_014
COM_0162,"Un habitant de la rue Mall Road fait tourner un générateur bruyant toute la journée, créant des vibrations.",French,Public Health,Central Zone,Low,6,2026-03-13 08:37:47,OFF_032
COM_0163,Une partie de la façade en béton d'un immeuble est tombée sur la route à Dr. B.R. Ambedkar Road. La structure semble instable.,French,Housing & Infrastructure,West Zone,High,4,2026-04-15 23:45:47,OFF_048
COM_0164,多人在吃完Chhatrapati Shivaji Maharaj Marg的小吃摊后发生食物中毒。请立即去检查。,Chinese,Public Health,North Zone,High,3,2026-04-16 22:46:47,OFF_024
COM_0165,Las cercas están rotas y los bancos vandalizados en el jardín público cerca de Chhatrapati Shivaji Maharaj Marg.,Spanish,Housing & Infrastructure,North Zone,Low,7,2025-06-07 13:27:47,OFF_046
COM_0166,सीवर से लेकर Commercial Street के फुटपाथ तक कॉकरोच फैल गए हैं।,Hindi,Public Health,West Zone,Medium,9,2025-06-29 21:15:47,OFF_017
COM_0167,Senapati Bapat Marg附近的马路上有一根掉落的电缆。它仍然带电，极其危险。,Chinese,Electricity & Power,Central Zone,High,1,2026-02-25 09:41:47,OFF_031
COM_0168,Rue sombre à Senapati Bapat Marg à cause de luminaires cassés. C'est dangereux pour les usagers de nuit.,French,Traffic & Roads,South Zone,Low,10,2025-10-28 06:26:47,OFF_032
COM_0169,Las cercas están rotas y los bancos vandalizados en el jardín público cerca de Senapati Bapat Marg.,Spanish,Housing & Infrastructure,East Zone,Low,11,2025-07-30 17:50:47,OFF_049
COM_0170,Linking Road पर एक ट्रांसफार्मer से तेल लीक हो रहा है और तेज़ गुनगुनाहट आ रही है। कभी-कभी चिंगारियां निकलती हैं।,Hindi,Electricity & Power,East Zone,Low,5,2026-01-10 19:23:47,OFF_020
COM_0171,La fábrica cerca de Park Street emite humo químico negro y denso. Es difícil respirar en el vecindario.,Spanish,Environmental Protection,East Zone,High,3,2025-07-23 18:54:47,OFF_040
COM_0172,"Una rama cayó y rompió un cable eléctrico en Hazratganj. Hay chispas en la acera mojada, ¡urgente!",Spanish,Electricity & Power,South Zone,High,1,2025-12-26 09:52:47,OFF_031
COM_0173,Hay una grave plaga de ratas en el callejón público cerca de Park Street. Muerden los cubos de basura.,Spanish,Public Health,South Zone,Medium,8,2026-04-27 05:55:47,OFF_024
COM_0174,"Le signal piéton clignote de manière erratique sur Netaji Subhash Chandra Bose Road, semant la confusion pour les piétons.",French,Traffic & Roads,North Zone,High,2,2025-06-17 04:33:47,OFF_021
COM_0175,Part of a concrete building facade fell onto the road at Senapati Bapat Marg. The structure looks unsafe.,English,Housing & Infrastructure,South Zone,High,1,2025-06-02 08:43:47,OFF_051
COM_0176,Un câble électrique abattu gît sur la chaussée près de Vittal Mallya Road. Il est sous tension et extrêmement dangereux.,French,Electricity & Power,Central Zone,High,2,2026-01-23 07:19:47,OFF_032
COM_0177,Le mur du balcon de l'ancien immeuble à Vittal Mallya Road présente de larges fissures et semble sur le point de s'effondrer.,French,Housing & Infrastructure,East Zone,High,2,2025-11-17 08:43:47,OFF_048
COM_0178,Vertido de electrodomésticos y colchones viejos al costado del camino en Lal Bahadur Shastri Marg.,Spanish,Environmental Protection,West Zone,Medium,6,2026-05-06 02:18:47,OFF_037
COM_0179,Les égouts débordent sur MG Road. Des eaux usées noires et malodorantes inondent la rue et les allées.,French,Sanitation,East Zone,High,4,2025-11-13 08:44:47,OFF_007
COM_0180,Illegal lumbering activities detected at the woodland area near Chandni Chowk. Multiple trees are felled.,English,Environmental Protection,South Zone,High,6,2025-08-18 11:50:47,OFF_042
COM_0181,Le compteur intelligent à Dr. B.R. Ambedkar Road affiche le code d'erreur E-12. Veuillez envoyer un technicien.,French,Electricity & Power,East Zone,Low,8,2025-08-05 14:16:47,OFF_032
COM_0182,Golf Course Road上夜间持续发生巨大的施工噪音。他们正在超出法定时间工作。,Chinese,Public Health,Central Zone,Low,9,2026-05-04 05:55:47,OFF_018
COM_0183,Hazratganj上堆积了大量的落叶、泥土和砂石。扫路车已经一个月没来了。,Chinese,Sanitation,West Zone,Low,10,2026-03-13 02:10:47,OFF_017
COM_0184,SP Road的水泥人行道被树根拱起开裂，造成严重绊倒隐患。,Chinese,Housing & Infrastructure,Central Zone,Low,11,2026-02-19 13:14:47,OFF_053
COM_0185,卡车夜间在Jawaharlal Nehru Marg附近非法倾倒工业垃圾。化学物质正渗入土壤。,Chinese,Environmental Protection,Central Zone,Medium,6,2025-08-04 15:33:47,OFF_044
COM_0186,"A resident on Vittal Mallya Road is running a noisy generator all day, generating excessive noise vibrations.",English,Public Health,East Zone,Low,5,2025-05-30 22:20:47,OFF_036
COM_0187,There is a downed power cable laying across the street near Chandni Chowk. It's active and extremely dangerous.,English,Electricity & Power,North Zone,High,1,2026-01-25 00:25:47,OFF_031
COM_0188,Una plaga de cucarachas se ha extendido de los desagües del alcantarillado a la acera en Golf Course Road.,Spanish,Public Health,East Zone,Medium,8,2025-12-08 11:12:47,OFF_027
COM_0189,有人在Chandni Chowk附近的自然保护公园内擅自砍伐受保护的古树。,Chinese,Environmental Protection,North Zone,Medium,8,2026-02-23 03:53:47,OFF_039
COM_0190,"Smelly piles of garbage on the sidewalk of Vittal Mallya Road. It's attracting rats and flies, please send garbage trucks.",English,Sanitation,Central Zone,Medium,5,2025-10-02 13:29:47,OFF_007
COM_0191,La línea de alcantarillado bloqueada ha hecho que las aguas residuales regresen a los sótanos en Dr. B.R. Ambedkar Road.,Spanish,Sanitation,North Zone,High,5,2025-06-06 06:20:47,OFF_006
COM_0192,Vittal Mallya Road发生主水管爆裂。积水正在马路上迅速蔓延。,Chinese,Water Supply,Central Zone,High,1,2025-06-20 11:35:47,OFF_001
COM_0193,"Se han acumulado muchas hojas, tierra y grava en Linking Road. La barredora de calles no pasa hace un mes.",Spanish,Sanitation,Central Zone,Low,14,2026-03-19 09:43:47,OFF_019
COM_0194,"Le compteur d'électricité de ma maison sur Outer Ring Road tourne extrêmement vite, triplant notre facture.",French,Electricity & Power,South Zone,Low,10,2025-10-29 07:10:47,OFF_032
COM_0195,El medidor inteligente en Golf Course Road muestra el código de error E-12. Envíen un técnico por favor.,Spanish,Electricity & Power,Central Zone,Low,14,2026-05-07 11:57:47,OFF_037
COM_0196,Linking Road पर एक ट्रांसफार्मer से तेल लीक हो रहा है और तेज़ गुनगुनाहट आ रही है। कभी-कभी चिंगारियां निकलती हैं।,Hindi,Electricity & Power,East Zone,High,3,2025-09-29 06:26:47,OFF_020
COM_0197,"Falta una losa de pavimento en la acera de Netaji Subhash Chandra Bose Road, dejando un agujero de barro abierto.",Spanish,Housing & Infrastructure,Central Zone,Low,10,2026-02-24 03:31:47,OFF_015
COM_0198,"La alcantarilla principal se está desbordando en Jawaharlal Nehru Marg. El agua de alcantarillado brota, creando peligro.",Spanish,Sanitation,West Zone,High,2,2025-09-03 00:24:47,OFF_005
COM_0199,Netaji Subhash Chandra Bose Road的一位居民整天开着吵闹的发电机，产生了过度的噪音震动。,Chinese,Public Health,North Zone,Low,9,2026-05-07 16:20:47,OFF_018
COM_0200,Nous avons remarqué un essaim de guêpes près de l'aire de jeux pour enfants dans le parc à MG Road.,French,Public Health,South Zone,Medium,7,2026-01-29 06:51:47,OFF_049
COM_0201,"Nuestro medidor de energía en Chhatrapati Shivaji Maharaj Marg está completamente apagado, la pantalla está en blanco.",Spanish,Electricity & Power,Central Zone,Low,11,2026-01-22 16:48:47,OFF_033
COM_0202,"Le feu de signalisation sur Hazratganj est bloqué au rouge. Énorme embouteillage, veuillez envoyer des agents.",French,Traffic & Roads,West Zone,High,2,2025-09-10 10:27:47,OFF_021
COM_0203,Linking Road附近的公共小巷里鼠患严重。老鼠正在啃咬垃圾箱。,Chinese,Public Health,North Zone,Medium,10,2025-12-28 08:16:47,OFF_024
COM_0204,"La alcantarilla principal se está desbordando en SP Road. El agua de alcantarillado brota, creando peligro.",Spanish,Sanitation,South Zone,High,3,2026-02-03 22:48:47,OFF_006
COM_0205,"Chandni Chowk के पास की फैक्ट्री से घना, काला रासायनिक धुआं निकल रहा है। पड़ोस में सांस लेना मुश्किल है।",Hindi,Environmental Protection,South Zone,High,4,2026-03-02 19:10:47,OFF_034
COM_0206,High-voltage electrical wire hanging very low over the sidewalk at Netaji Subhash Chandra Bose Road. Pedestrians are in danger.,English,Electricity & Power,North Zone,High,1,2025-08-13 23:20:47,OFF_031
COM_0207,"Le transformateur électrique a explosé avec un grand bruit à Janpath. De la fumée s'élève, plus de courant.",French,Electricity & Power,Central Zone,High,3,2025-06-05 23:41:47,OFF_032
COM_0208,"The electric transformer exploded with a loud bang at Hazratganj. Smoke is rising, and power is out.",English,Electricity & Power,East Zone,High,1,2026-02-10 21:50:47,OFF_034
COM_0209,There is a severe rat infestation in the public alley near Hazratganj. They are chewing through trash bins.,English,Public Health,South Zone,Medium,10,2025-10-05 10:24:47,OFF_024
COM_0210,Overgrown weeds and trash piles in the local park at Lal Bahadur Shastri Marg. It looks neglected and abandoned.,English,Housing & Infrastructure,West Zone,Low,10,2026-05-14 01:48:47,OFF_049
COM_0211,"The concrete sidewalk at Lal Bahadur Shastri Marg is buckled and cracked by tree roots, posing a severe tripping hazard.",English,Housing & Infrastructure,West Zone,Low,6,2026-04-19 23:51:47,OFF_053
COM_0212,"Mall Road के फुटपाथ पर बदबूदार कचरे का ढेर लगा है। इससे चूहे और मक्खियां आ रही हैं, कृपया कचरा गाड़ी भेजें।",Hindi,Sanitation,Central Zone,Medium,5,2025-06-19 06:20:47,OFF_024
COM_0213,Sardar Patel Marg人行道上缺了一块铺路石板，留下一个敞开的泥坑。,Chinese,Housing & Infrastructure,North Zone,Low,10,2026-03-03 17:49:47,OFF_053
COM_0214,Il y a une rupture majeure de canalisation d'eau sur Commercial Street. L'inondation se propage rapidement sur la route.,French,Water Supply,Central Zone,High,3,2025-07-07 08:17:47,OFF_007
COM_0215,Park Street附近的马路上有一根掉落的电缆。它仍然带电，极其危险。,Chinese,Electricity & Power,East Zone,High,2,2025-07-08 15:54:47,OFF_036
COM_0216,A large pothole has opened up near Chhatrapati Shivaji Maharaj Marg. Several vehicles have suffered damaged tires and rims today.,English,Traffic & Roads,North Zone,Medium,12,2026-03-29 11:56:47,OFF_053
COM_0217,Un grand nid-de-poule s'est formé près de Senapati Bapat Marg. Plusieurs véhicules ont eu des pneus crevés aujourd'hui.,French,Traffic & Roads,South Zone,Medium,8,2025-09-01 20:44:47,OFF_021
COM_0218,"Illegal chemical discharge from the factory into the local stream near Outer Ring Road, killing fish.",English,Environmental Protection,South Zone,High,2,2025-08-15 11:52:47,OFF_001
COM_0219,Las losas de acera desiguales en Lal Bahadur Shastri Marg hacen imposible que usuarios de sillas de ruedas circulen seguros.,Spanish,Housing & Infrastructure,East Zone,Low,5,2025-11-02 13:30:47,OFF_049
COM_0220,The playground equipment at the park on Jawaharlal Nehru Marg is broken and rusty. It is hazardous for children.,English,Housing & Infrastructure,South Zone,Low,11,2025-06-11 01:29:47,OFF_034
COM_0221,Mall Road人行道上方悬挂着一根很低的压电线。行人面临触电危险。,Chinese,Electricity & Power,West Zone,Medium,2,2026-03-11 06:43:47,OFF_031
COM_0222,"Linking Road पर एक पेड़ की शाखा गिरने से बिजली का तार टूट गया है। गीले फुटपाथ पर चिंगारियां निकल रही हैं, तत्काल मदद चाहिए!",Hindi,Electricity & Power,East Zone,High,1,2025-06-30 04:34:47,OFF_020
COM_0223,"Le feu de signalisation sur Jawaharlal Nehru Marg est bloqué au rouge. Énorme embouteillage, veuillez envoyer des agents.",French,Traffic & Roads,East Zone,High,2,2026-04-14 14:45:47,OFF_021
COM_0224,"Linking Road पर एक पेड़ की शाखा गिरने से बिजली का तार टूट गया है। गीले फुटपाथ पर चिंगारियां निकल रही हैं, तत्काल मदद चाहिए!",Hindi,Electricity & Power,East Zone,Medium,4,2025-12-09 09:35:47,OFF_020
COM_0225,Outer Ring Road十字路口的红绿灯完全坏了。交通陷入混乱，险些发生事故。,Chinese,Traffic & Roads,East Zone,High,1,2025-11-05 04:32:47,OFF_020
COM_0226,"Chhatrapati Shivaji Maharaj Marg पर पैदल यात्री क्रॉसिंग सिग्नल गलत तरीके से चमक रहा है, जिससे भ्रम पैदा हो रहा है।",Hindi,Traffic & Roads,East Zone,High,2,2025-07-26 17:19:47,OFF_020
COM_0227,El medidor inteligente en Park Street muestra el código de error E-12. Envíen un técnico por favor.,Spanish,Electricity & Power,North Zone,Low,16,2025-09-13 13:58:47,OFF_031
COM_0228,The street lamp in front of Senapati Bapat Marg is flickering continuously. It's very annoying and keeps us awake.,English,Traffic & Roads,South Zone,Low,7,2026-05-01 03:52:47,OFF_034
COM_0229,The grocery store at Janpath is selling expired meat and dairy products. The smell is awful.,English,Public Health,West Zone,High,5,2025-06-16 10:51:47,OFF_029
COM_0230,Jawaharlal Nehru Marg处高低不平的人行道板导致轮椅使用者无法安全通行。,Chinese,Housing & Infrastructure,North Zone,Low,13,2025-11-26 04:48:47,OFF_018
COM_0231,Lal Bahadur Shastri Marg人行道上方悬挂着一根很低的压电线。行人面临触电危险。,Chinese,Electricity & Power,East Zone,High,1,2025-06-03 02:23:47,OFF_036
COM_0232,SP Road路边积存的泥土和碎玻璃。对骑自行车的人很危险。,Chinese,Sanitation,Central Zone,Low,13,2026-01-21 20:44:47,OFF_044
COM_0233,Tala ilegal detectada en el bosque cerca de MG Road. Varios árboles han sido derribados.,Spanish,Environmental Protection,West Zone,Medium,4,2025-07-27 22:16:47,OFF_019
COM_0234,"Le feu de signalisation sur Commercial Street est bloqué au rouge. Énorme embouteillage, veuillez envoyer des agents.",French,Traffic & Roads,Central Zone,High,1,2026-01-08 22:51:47,OFF_032
COM_0235,The grocery store at Netaji Subhash Chandra Bose Road is selling expired meat and dairy products. The smell is awful.,English,Public Health,North Zone,Medium,2,2025-09-30 15:18:47,OFF_029
COM_0236,Fil électrique haute tension suspendu très bas au-dessus du trottoir à Golf Course Road. Les piétons sont en danger.,French,Electricity & Power,West Zone,High,3,2025-08-31 04:47:47,OFF_032
COM_0237,"Janpath के पास की फैक्ट्री से घना, काला रासायनिक धुआं निकल रहा है। पड़ोस में सांस लेना मुश्किल है।",Hindi,Environmental Protection,South Zone,High,5,2025-05-31 21:20:47,OFF_025
COM_0238,Blocked sewer line has caused sewage to backup into basement drains in homes on Dr. B.R. Ambedkar Road.,English,Sanitation,Central Zone,High,2,2026-01-18 02:23:47,OFF_007
COM_0239,工厂向Mall Road附近的溪流中非法排放化学物质，导致鱼类死亡。,Chinese,Environmental Protection,Central Zone,High,6,2025-07-26 10:29:47,OFF_001
COM_0240,Outer Ring Road公园内的游乐场设施损坏且生锈。对儿童玩耍很不安全。,Chinese,Housing & Infrastructure,Central Zone,Low,9,2025-07-28 06:26:47,OFF_024
COM_0241,Rupture massive de canalisation à Linking Road. Des centaines de gallons d'eau propre sont gaspillés et inondent les maisons.,French,Water Supply,Central Zone,High,2,2026-03-19 11:34:47,OFF_007
COM_0242,下水道管线堵塞导致污水倒灌进Brigade Road住户的地下室排水管。,Chinese,Sanitation,Central Zone,High,2,2025-09-01 10:00:47,OFF_002
COM_0243,Continuous loud construction noise at night on MG Road. They are working past the legal curfew.,English,Public Health,West Zone,Low,8,2026-03-12 15:48:47,OFF_019
COM_0244,Vittal Mallya Road पर किराना दुकान में एक्सपायरी डेट का मांस और डेयरी उत्पाद बेचे जा रहे हैं। गंध बहुत खराब है।,Hindi,Public Health,West Zone,High,1,2025-10-25 00:24:47,OFF_029
COM_0245,"Beaucoup de feuilles, de saleté et de gravier accumulés sur Vittal Mallya Road. La balayeuse n'est pas passée depuis un mois.",French,Sanitation,Central Zone,Low,16,2026-02-14 02:43:47,OFF_042
COM_0246,我们在Park Street的自来水管道里流出脏水。有奇怪的残留物，请检查当地水库。,Chinese,Water Supply,North Zone,High,3,2025-09-17 12:13:47,OFF_002
COM_0247,Tala ilegal detectada en el bosque cerca de Netaji Subhash Chandra Bose Road. Varios árboles han sido derribados.,Spanish,Environmental Protection,West Zone,Medium,4,2025-07-28 06:20:47,OFF_019
COM_0248,Chandni Chowk处高低不平的人行道板导致轮椅使用者无法安全通行。,Chinese,Housing & Infrastructure,Central Zone,Low,8,2025-08-08 05:59:47,OFF_018
COM_0249,Park Street人行道上散发恶臭的垃圾堆。引来了老鼠和苍蝇，请派垃圾车来。,Chinese,Sanitation,East Zone,Medium,4,2026-05-24 08:25:47,OFF_024
COM_0250,Dr. B.R. Ambedkar Road的电力变压器故障导致整个社区停电，供暖中断。,Chinese,Electricity & Power,South Zone,High,1,2025-10-17 19:15:47,OFF_031
COM_0251,Alguien arrojó pilas de neumáticos viejos y escombros de construcción en el lote vacío de Mall Road.,Spanish,Environmental Protection,South Zone,Medium,11,2026-02-03 03:43:47,OFF_010
COM_0252,Vittal Mallya Road पर औद्योगिक संयंत्र से गंदी सल्फर की गंध आ रही है। इससे निवासियों को सिरदर्द हो रहा है।,Hindi,Environmental Protection,North Zone,High,2,2026-02-16 22:24:47,OFF_029
COM_0253,Mall Road पर औद्योगिक संयंत्र से गंदी सल्फर की गंध आ रही है। इससे निवासियों को सिरदर्द हो रहा है।,Hindi,Environmental Protection,Central Zone,Low,5,2026-01-18 19:49:47,OFF_024
COM_0254,"Illegal chemical discharge from the factory into the local stream near Lal Bahadur Shastri Marg, killing fish.",English,Environmental Protection,South Zone,High,3,2025-10-13 10:00:47,OFF_001
COM_0255,Linking Road处的人行道红绿灯闪烁异常，导致过马路的行人和儿童感到困惑。,Chinese,Traffic & Roads,Central Zone,High,3,2025-06-22 00:13:47,OFF_018
COM_0256,"The factory near Brigade Road is emitting thick, black chemical smoke. It is hard to breathe in the neighborhood.",English,Environmental Protection,West Zone,High,4,2026-05-16 04:03:47,OFF_040
COM_0257,Olor fétido a azufre proveniente de la planta industrial en Jawaharlal Nehru Marg. Provoca dolores de cabeza a los vecinos.,Spanish,Environmental Protection,East Zone,High,5,2026-04-26 04:10:47,OFF_024
COM_0258,"Un habitant de la rue Chhatrapati Shivaji Maharaj Marg fait tourner un générateur bruyant toute la journée, créant des vibrations.",French,Public Health,West Zone,Low,5,2025-05-29 05:37:47,OFF_035
COM_0259,Hazratganj发生主水管爆裂。积水正在马路上迅速蔓延。,Chinese,Water Supply,West Zone,Low,5,2025-07-29 12:51:47,OFF_002
COM_0260,Sewer is backing up on Lal Bahadur Shastri Marg. Foul-smelling black waste water is flooding the street and driveways.,English,Sanitation,North Zone,High,1,2025-11-05 11:03:47,OFF_002
COM_0261,"Linking Road के बीच में एक गहरा और खतरनाक गड्ढा है। कारें इससे बचने के लिए मुड़ रही हैं, जो कि जोखिम भरा है।",Hindi,Traffic & Roads,North Zone,Medium,6,2026-04-26 04:35:47,OFF_021
COM_0262,Calle oscura en Linking Road debido a luminarias rotas. Es un peligro para quienes viajan de noche.,Spanish,Traffic & Roads,West Zone,Low,15,2025-09-17 02:04:47,OFF_019
COM_0263,Massive pipe burst at Lal Bahadur Shastri Marg. Hundreds of gallons of clean water are being wasted and flooding homes.,English,Water Supply,East Zone,High,1,2025-10-02 07:48:47,OFF_007
COM_0264,Janpath发生严重水管爆裂。成百上千加仑的干净水正在流失并淹没民房。,Chinese,Water Supply,Central Zone,High,2,2026-05-01 08:20:47,OFF_002
COM_0265,我位于Lal Bahadur Shastri Marg家里的电表转得极快，计费是正常的三倍。,Chinese,Electricity & Power,East Zone,Low,10,2025-12-12 02:22:47,OFF_036
COM_0266,Hazratganj上的夜总会在凌晨2点后仍在播放极其吵闹的音乐。居民无法入睡。,Chinese,Public Health,North Zone,Low,5,2025-12-13 17:33:47,OFF_018
COM_0267,La farola frente a Jawaharlal Nehru Marg parpadea continuamente. Es muy molesto y no nos deja dormir.,Spanish,Traffic & Roads,North Zone,Low,5,2025-09-16 01:06:47,OFF_031
COM_0268,我们在Hazratganj的自来水管道里流出脏水。有奇怪的残留物，请检查当地水库。,Chinese,Water Supply,West Zone,High,1,2026-04-21 16:41:47,OFF_001
COM_0269,Une branche d'arbre est tombée et a sectionné un câble électrique sur Outer Ring Road. Des étincelles jaillissent !,French,Electricity & Power,North Zone,High,1,2026-02-27 09:32:47,OFF_032
COM_0270,"Our power meter at Golf Course Road is completely dead, screen is blank but electricity is still running.",English,Electricity & Power,South Zone,High,12,2026-01-16 18:45:47,OFF_034
COM_0271,El agua potable en MG Road es de color marrón y huele a químicos. No es segura para consumir.,Spanish,Water Supply,South Zone,High,1,2025-11-22 15:40:47,OFF_006
COM_0272,"Le trottoir en béton à Chandni Chowk est déformé par les racines des arbres, posant un risque de chute.",French,Housing & Infrastructure,South Zone,Low,11,2025-07-27 23:28:47,OFF_049
COM_0273,Les clôtures sont cassées et les bancs vandalisés dans le jardin public près de Jawaharlal Nehru Marg.,French,Housing & Infrastructure,East Zone,Low,9,2026-01-17 15:30:47,OFF_049
COM_0274,Chandni Chowk的饮用水发褐且有化学品味。饮用很不安全。,Chinese,Water Supply,South Zone,High,2,2026-05-09 22:14:47,OFF_001
COM_0275,Netaji Subhash Chandra Bose Road上堆积了大量的落叶、泥土和砂石。扫路车已经一个月没来了。,Chinese,Sanitation,North Zone,Low,14,2025-12-11 03:18:47,OFF_018
COM_0276,Golf Course Road公寓大楼的挡土墙发现深层结构裂缝。,Chinese,Housing & Infrastructure,South Zone,High,3,2025-11-08 07:59:47,OFF_053
COM_0277,La pression de l'eau sur Hazratganj a chuté à un filet. Il est difficile de faire la vaisselle ou de prendre une douche.,French,Water Supply,North Zone,Low,8,2025-07-03 14:02:47,OFF_002
COM_0278,Les feux de signalisation à l'intersection de Park Street sont en panne. C'est le chaos et les accidents sont proches.,French,Traffic & Roads,West Zone,High,3,2025-10-31 22:46:47,OFF_032
COM_0279,L'obstruction de la conduite d'égout provoque des refoulements d'égout dans les sous-sols sur Senapati Bapat Marg.,French,Sanitation,South Zone,High,1,2025-06-01 12:08:47,OFF_021
COM_0280,Accumulation de terre et de verre brisé sur le côté de MG Road. C'est dangereux pour les cyclistes.,French,Sanitation,East Zone,Low,17,2025-11-02 02:20:47,OFF_014
COM_0281,Netaji Subhash Chandra Bose Road के पास सड़क पर बिजली का तार गिरा हुआ है। यह चालू है और बेहद खतरनाक है।,Hindi,Electricity & Power,South Zone,High,1,2025-09-24 15:33:47,OFF_034
COM_0282,"Jawaharlal Nehru Marg के पास की फैक्ट्री से स्थानीय नाले में अवैध रसायन बहाया जा रहा है, जिससे मछलियां मर रही हैं।",Hindi,Environmental Protection,Central Zone,High,4,2025-12-16 01:44:47,OFF_024
COM_0283,Linking Road पर फुटपाथ के ऊपर हाई-वोल्टेज बिजली का तार बहुत नीचे लटका हुआ है। राहगीर खतरे में हैं।,Hindi,Electricity & Power,South Zone,High,2,2026-05-22 22:27:47,OFF_034
COM_0284,Les feux de signalisation à l'intersection de Jawaharlal Nehru Marg sont en panne. C'est le chaos et les accidents sont proches.,French,Traffic & Roads,South Zone,High,1,2025-07-22 04:35:47,OFF_033
COM_0285,मैंने Park Street के रेस्तरां की रसोई के अंदर चूहों को भागते देखा। यह स्वच्छता के लिए एक बड़ा खतरा है।,Hindi,Public Health,East Zone,High,2,2025-11-02 13:23:47,OFF_025
COM_0286,The balcony wall of the older building at Outer Ring Road has large cracks and looks ready to collapse onto the sidewalk.,English,Housing & Infrastructure,Central Zone,Medium,2,2025-10-03 10:32:47,OFF_052
COM_0287,Un câble électrique abattu gît sur la chaussée près de Brigade Road. Il est sous tension et extrêmement dangereux.,French,Electricity & Power,North Zone,High,3,2026-03-06 06:13:47,OFF_032
COM_0288,Hay una grave plaga de ratas en el callejón público cerca de MG Road. Muerden los cubos de basura.,Spanish,Public Health,North Zone,Medium,4,2025-09-07 11:30:47,OFF_024
COM_0289,A developer is clearing trees on public land at SP Road without environmental permits.,English,Environmental Protection,East Zone,Medium,2,2025-07-01 06:04:47,OFF_049
COM_0290,La fábrica cerca de Mall Road emite humo químico negro y denso. Es difícil respirar en el vecindario.,Spanish,Environmental Protection,North Zone,Medium,2,2026-03-18 12:59:47,OFF_041
COM_0291,"Lal Bahadur Shastri Marg के पास की फैक्ट्री से घना, काला रासायनिक धुआं निकल रहा है। पड़ोस में सांस लेना मुश्किल है।",Hindi,Environmental Protection,West Zone,High,2,2025-10-16 07:35:47,OFF_025
COM_0292,Janpath发生非法倾倒生活垃圾袋。阻碍行人通行并造成不卫生的状况。,Chinese,Sanitation,South Zone,Medium,7,2026-03-06 14:10:47,OFF_044
COM_0293,Golf Course Road पर पीने का पानी भूरा है और रसायनों जैसी गंध आ रही है। यह पीने के लिए असुरक्षित है।,Hindi,Water Supply,South Zone,High,2,2026-04-16 16:57:47,OFF_008
COM_0294,"De l'eau sale sort de nos robinets sur Park Street. Il y a un résidu étrange, veuillez vérifier le réservoir local.",French,Water Supply,West Zone,High,4,2025-11-09 11:24:47,OFF_007
COM_0295,Dépôt illégal de sacs poubelles sur la rue Chhatrapati Shivaji Maharaj Marg. Cela bloque le passage et crée des conditions insalubres.,French,Sanitation,North Zone,Medium,3,2026-01-25 15:29:47,OFF_009
